Group;T1;T2;T3;T4;T5;T6;T7;T8;T9;T10;T11;T12;T13;T14;T15;T16;T17;T18;T19;T20;T21;T22;T23;T24;T25
Engaged;Disengaged;Disengaged;Disengaged;Average;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Disengaged
Engaged;Active;Active;Active;Average;Average;Average;Average;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Active
Engaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Average;Average;Active;Active;Active;Active;Average;Average;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;Active
Engaged;Active;Active;Active;Active;Active;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;Active;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;Active;Active;Active
Engaged;Active;Active;Active;Active;Active;Active;Active;Average;Active;Active;Average;Active;Active;Active;Average;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;;
Engaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active
Engaged;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active
Engaged;Active;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active
Engaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active
Engaged;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged
Engaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Active;Active;Active;Active;Active;Active;Active;Average
Engaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Active;Active;
Engaged;Active;Active;Active;Disengaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Average;Average;Disengaged;Disengaged;
Engaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;
Engaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active
Engaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Active;Active;Active;Average
Engaged;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged
Engaged;Active;Active;Active;Active;Average;Active;Average;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;Active
Engaged;Disengaged;Average;Active;Active;Active;Disengaged;Disengaged;Average;Active;Active;Active;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active
Engaged;Average;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged
Engaged;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Active;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Average;Active;Active;Active;Active;Active;Disengaged
Engaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active
Engaged;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active
Engaged;Disengaged;Average;Active;Active;Active;Average;Average;Average;Average;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Active;Active
Engaged;Disengaged;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Active;Active;Average;Average;Average;Active;Average;Active;Active;Active
Engaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Average;Average;Active;Average;Average;Average;Average
Engaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Active;Active;Active;Active;Disengaged;Average;Active;Active;Active;Average;Average;Average;Average;Average
Engaged;Average;Active;Average;Active;Active;Active;Active;Active;Active;Average;Average;Average;Active;Average;Active;Active;Active;Active;Active;Active;Active;Active;Average;;
Engaged;Disengaged;Disengaged;Average;Average;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Active;Active;Active;Average;Active;Active;Active;Active;Active
Engaged;Active;Active;Active;Active;Active;Disengaged;Disengaged;Average;Active;Active;Average;Average;Active;Active;Active;Active;Active;Active;Average;Active;Active;Average;Average;Average;Active
Engaged;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Average;Average;Average;Average;Average;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active
Engaged;Average;Active;Average;Active;Active;Active;Average;Average;Active;Active;Active;Active;Disengaged;Average;Active;Active;Active;Active;Active;Active;Active;Active;Average;;
Engaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Active;Active;Average;Average;Average;Average;Active;Active;Active;Average;Active;Active;Active;Active;Active;Active
Engaged;Average;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Active;Active;Active;Active;Average;Average;Disengaged;Average;Average;Average;Active;Active;Active;Active;Active;Active
Engaged;Active;Average;Average;Average;Active;Active;Active;Active;Active;Active;Average;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average
Engaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Active;Active;Active;Active;Active;Active;Average;Average;Disengaged;Disengaged;Disengaged;Average;Average;Active
Engaged;Average;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Disengaged;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Average;Active;Active
Engaged;Average;Average;Active;Active;Active;Active;Active;Average;Active;Active;Active;Active;Average;Average;Active;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Average;Active;Active
Engaged;Average;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;Active;Disengaged;Average;Average;Average;Active;Active;Active
Engaged;Average;Average;Active;Active;Average;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Active;
Engaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Average;Average;Active;Active;Active;Active;Active;Active;
Engaged;Active;Active;Active;Active;Active;Active;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Average;Average;Average;;
Engaged;Disengaged;Disengaged;Disengaged;Average;Average;Average;Average;Active;Active;Disengaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Active
Engaged;Average;Average;Active;Active;Active;Active;Active;Average;Disengaged;Average;Active;Active;Active;Active;Active;Active;Disengaged;Average;Active;Active;Active;Active;Active;Disengaged;Disengaged
Engaged;Disengaged;Disengaged;Average;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Active
Engaged;Average;Active;Active;Disengaged;Active;Average;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Active;Active;Active
Engaged;Active;Active;Active;Active;Disengaged;Active;Active;Active;Active;Active;Average;Disengaged;Active;Active;Active;Active;Active;Active;Active;Average;Average;Average;Disengaged;Average;Disengaged
Engaged;Average;Active;Active;Disengaged;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Average;Disengaged;Disengaged;Disengaged;Active;Average;Active;Active
Engaged;Disengaged;Average;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Disengaged;Disengaged;Disengaged;Disengaged;Active
Engaged;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;Active;Active;Average;Active;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;
Engaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;
Engaged;Active;Active;Active;Active;Active;Average;Active;Active;Active;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;;
Engaged;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Average;Active;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Active;Active;Active;Average
Engaged;Average;Disengaged;Disengaged;Disengaged;Disengaged;Average;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active
Engaged;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Active;Active;Active;Active;Average;Active
Engaged;Active;Active;Active;Disengaged;Disengaged;Average;Average;Active;Active;Active;Disengaged;Active;Active;Active;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Active;Active
Engaged;Average;Average;Disengaged;Disengaged;Active;Active;Average;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged
Engaged;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Average;Average;Active;Active;Active;Active;Active;Active;Active
Engaged;Disengaged;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active
Engaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged
Engaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active
Engaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active
Engaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Active;Disengaged;Average;Active;Active;Active;Active;Disengaged;Disengaged;
Engaged;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active
Engaged;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active
Engaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average
Engaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;;
Engaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;;
Engaged;Average;Disengaged;Average;Average;Average;Average;Average;Active;Active;Active;Active;Active;Active;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;;
Engaged;Disengaged;Disengaged;Active;Active;Average;Average;Average;Average;Active;Active;Active;Average;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;
Engaged;Active;Average;Average;Active;Active;Active;Active;Average;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Disengaged;Disengaged;Disengaged
Engaged;Average;Average;Average;Average;Active;Active;Active;Active;Active;Active;Active;Average;Active;Active;Active;Average;Active;Average;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active
Engaged;Disengaged;Average;Average;Average;Average;Average;Average;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Active;Active;Active;Average;Active;Active;Active;Active;Active;Active
Engaged;Disengaged;Disengaged;Average;Active;Active;Active;Disengaged;Active;Active;Active;Average;Average;Active;Average;Average;Active;Active;Average;Average;Active;Active;Active;Active;Active;Active
Engaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Active;Average;Average;Active;Active;Active;Active;Active;Average;Active;Active;Active;Average;Average;Active;;
Engaged;Disengaged;Disengaged;Average;Average;Average;Average;Disengaged;Active;Active;Active;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;
Engaged;Active;Average;Average;Average;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;Average;Active;Average;Active;Active;Active;Active;Average;Active;Active;;
Engaged;Active;Disengaged;Disengaged;Active;Average;Average;Average;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;;
Engaged;Average;Average;Active;Active;Active;Active;Active;Active;Active;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Average;Active;Active;Active;Active;Active;Active;Active
Engaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Average;Average;Average;Active;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Average;Active
Engaged;Active;Active;Active;Active;Active;Active;Active;Average;Average;Average;Disengaged;Disengaged;Average;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged
Engaged;Average;Average;Active;Disengaged;Disengaged;Active;Active;Active;Disengaged;Disengaged;Average;Active;Average;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active
Engaged;Active;Average;Active;Active;Active;Average;Average;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged
Engaged;Disengaged;Disengaged;Active;Average;Average;Average;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active
Engaged;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Active;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;;
Engaged;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;Average;Active;Active;Active;Average;Active;Active;Active;Active;Active;Active;;
Engaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Average;Average;Average;Active;Active;Disengaged;Active;Active;Active;Active;Active;Active;
Engaged;Active;Average;Average;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active
Engaged;Average;Active;Active;Active;Active;Disengaged;Average;Active;Active;Active;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged
Engaged;Active;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Active;Active;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged
Engaged;Disengaged;Average;Disengaged;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active
Engaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Active
Engaged;Active;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Disengaged;Disengaged;;
Engaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Active;Active;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;
Engaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;;
Engaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active
Engaged;Active;Active;Active;Active;Active;Active;Active;Active;Average;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Average;Disengaged;Disengaged
Engaged;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;Disengaged;Disengaged;Active;Average;Active;Active
Engaged;Disengaged;Active;Active;Average;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Average;Disengaged;Disengaged;Active;Active
Engaged;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Disengaged;Disengaged;Disengaged;Average;
Engaged;Active;Active;Active;Active;Active;Active;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;;
Engaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Average;Average;Active;Active;Active;Active;Active
Engaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active
Engaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active
Engaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average
Engaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active
Engaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active
Engaged;Disengaged;Average;Average;Active;Active;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Active;Active;Average;
Engaged;Average;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Average;Average;Average;Active;Active;Active;Active;Active;
Engaged;Average;Active;Active;Active;Active;Average;Average;Disengaged;Disengaged;Disengaged;Active;Active;Average;Average;Average;Active;Active;Average;Active;Active;Active;Active;Active;Active;
Engaged;Average;Disengaged;Active;Active;Active;Average;Average;Active;Active;Average;Active;Active;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Average;Average;Active;Active;Active
Engaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Average;Active;Active;Active;Active
Engaged;Average;Average;Active;Active;Active;Active;Average;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;
Engaged;Active;Average;Average;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Active;Active;Average;Active;Active;Active;;
Engaged;Disengaged;Average;Active;Active;Active;Active;Active;Active;Average;Active;Active;Average;Average;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;Active;Active;;
Engaged;Average;Active;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Average;Disengaged;Average;Active;Active;Average;Average;Active;Active;Active;Active;Active;Active
Engaged;Active;Active;Active;Active;Active;Active;Active;Average;Average;Active;Active;Active;Active;Active;Average;Average;Active;Active;Disengaged;Disengaged;Average;Disengaged;Disengaged;Disengaged;Average
Engaged;Active;Active;Active;Active;Active;Active;Average;Average;Average;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Disengaged;Disengaged;Disengaged;Average
Engaged;Disengaged;Active;Active;Active;Active;Active;Active;Average;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Average;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged
Engaged;Disengaged;Disengaged;Average;Average;Average;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;
Engaged;Active;Active;Active;Active;Average;Disengaged;Average;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Average;Active;Active;Active;Active;Active;Active;Average;Active;
Engaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Average;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Average;;
Engaged;Average;Average;Active;Active;Active;Active;Active;Active;Active;Average;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;;
Engaged;Disengaged;Average;Average;Average;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Average;Disengaged;Average;Active;Active;Active;Active;Active;Active;Active;Active
Engaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Disengaged
Engaged;Active;Active;Average;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Average;Average;Average;Average;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged
Engaged;Average;Active;Active;Active;Active;Active;Active;Disengaged;Active;Active;Active;Active;Active;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Disengaged;Active;Active;Active
Engaged;Average;Active;Active;Active;Active;Active;Active;Active;Active;Average;Disengaged;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Active
Engaged;Average;Active;Active;Active;Active;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged
Engaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Active;Average;Average;Active;Average;Active;Active;Active;Disengaged;Active;Active;Active;Active;Active;Active;Active;Active;Active
Engaged;Average;Active;Active;Disengaged;Disengaged;Disengaged;Average;Average;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;
Engaged;Active;Disengaged;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;;
Engaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average
Engaged;Average;Active;Active;Active;Active;Active;Active;Average;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Average;Active;Disengaged;Average;Active;Active
Engaged;Disengaged;Active;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;Active
Engaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Active;Disengaged;Active;Active;Active;Active;Average;Active;Active;Active;Active;Disengaged;Average;Active;Active;Active;Active;Active
Engaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged
Engaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Average;Active;Active;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Active;Active;Active;Average;Active;Active
Engaged;Disengaged;Disengaged;Disengaged;Average;Active;Average;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Disengaged
Engaged;Disengaged;Disengaged;Disengaged;Average;Disengaged;Active;Active;Active;Active;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;;
Engaged;Active;Active;Active;Average;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Average;Active;Active;Active;Average;Disengaged;Active;Disengaged
Engaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;Active
Engaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Average;Active
Engaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Active;Active;Disengaged;Active;Active;Active;Active
Engaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Average
Engaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;Active;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active
Engaged;Disengaged;Disengaged;Disengaged;Average;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;;
